EU240497	56	1	1520	s95	Sorangium cellulosum	type sp.	Polyangiaceae	1	http://www.bacterio.net/sorangium.html	Bacteria;Delta and Epsilonproteobacteria;Myxococcales;Sorangiineae;Polyangiaceae	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangiineae;Polyangiaceae;Sorangium
L06174	61	1	1489	s93	Vitreoscilla stercoraria		Neisseriaceae	1	http://www.bacterio.net/vitreoscilla.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vitreoscilla
HM037993	63	1	1457	s104	Vitreoscilla filiformis		Neisseriaceae	1	http://www.bacterio.net/vitreoscilla.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Burkholderiales;Unclassified Burkholderiales	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vitreoscilla
AJ298291	69	1	1509	s93	Lysobacter enzymogenes	type sp.	Lysobacteraceae	1	http://www.bacterio.net/lysobacter.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Lysobacteriales;Lysobacteraceae	Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Lysobacter
AB543807	83	1	1406	s104	Hyphomicrobium vulgare	type sp.	Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
Y14307	84	1	1420	s93	Hyphomicrobium methylovorum		Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
AJ227814	86	1	1410	s93	Hyphomonas jannaschiana		Hyphomonadaceae	1	http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
L33975	89	1	1485	s93	Leptothrix discophora		Unclassified Burkholderiales	1	http://www.bacterio.net/leptothrix.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Burkholderiales;Unclassified Burkholderiales	Bacteria;Proteobacteria;Betaproteobacteria;Unclassified Burkholderiales;Leptothrix
AJ535710	94	1	1447	s93	Stella humosa	type sp.	Acetobacteraceae	1	http://www.bacterio.net/stella.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Other Rhodospirillales	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella
M62790	100	1	1433	s93	Ancylobacter aquaticus	type sp.	Xanthobacteraceae	1	http://www.bacterio.net/ancylobacter.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Ancylobacter
M62787	103	1	1476	s93	Flectobacillus major	type sp.	Cytophagaceae	1	http://www.bacterio.net/flectobacillus.html	Bacteria;Bacteroidetes;Cytophagales;Other Cytophagaceae	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flectobacillus
M62786	106	1	1456	s93	Runella slithyformis	type sp.	Cytophagaceae	1	http://www.bacterio.net/runella.html	Bacteria;Bacteroidetes;Cytophagales;Other Cytophagaceae	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Runella
AF399970	110	1	1384	s93	Xanthobacter viscosus		Xanthobacteraceae	1	http://www.bacterio.net/xanthobacter.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter
X56305	114	1	1491	s93	Gemmata obscuriglobus	type sp.	Planctomycetaceae	1	http://www.bacterio.net/gemmata.html	Bacteria;Planctomycetes;Planctomycetacia	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Gemmata
AJ231184	122	1	1504	s93	Gimesia maris	type sp.	Planctomycetaceae	1	http://www.bacterio.net/gimesia.html	Bacteria;Planctomycetes;Planctomycetacia	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Gimesia
X57404	139	1	1465	s123	Borreliella burgdorferi	type sp.	Spirochaetaceae	2, Z	http://www.bacterio.net/borreliella.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Borreliella
U42286	144	1	1519	s93	Borrelia coriaceae		Spirochaetaceae	2, t	http://www.bacterio.net/borrelia.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Borrelia
AJ698859	148	1	1521	s93	Spirochaeta bajacaliforniensis		Spirochaetaceae	1	http://www.bacterio.net/spirochaeta.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta
M88722	149	1	1564	s93	Spirochaeta halophila		Spirochaetaceae	1	http://www.bacterio.net/spirochaeta.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta
FR749931	150	1	1534	s108	Spirochaeta isovalerica		Spirochaetaceae	1	http://www.bacterio.net/spirochaeta.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta
FR733665	151	1	1533	s108	Spirochaeta litoralis		Spirochaetaceae	1	http://www.bacterio.net/spirochaeta.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta
FR733664	152	1	1528	s108	Treponema stenostreptum		Spirochaetaceae	1	http://www.bacterio.net/treponema.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema
FR749903	154	1	1538	s108	Spirochaeta thermophila		Spirochaetaceae	1	http://www.bacterio.net/spirochaeta.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta
FR749929	156	1	1532	s108	Treponema zuelzerae		Spirochaetaceae	1	http://www.bacterio.net/treponema.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema
AF139203	158	1	1518	s93	Treponema denticola		Spirochaetaceae	2, ht	http://www.bacterio.net/treponema.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema
U14930	159	1	1433	s93	Brachyspira hyodysenteriae		Brachyspiraceae		http://www.bacterio.net/brachyspira.html	Bacteria;Spirochaetes;Brachyspiraceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Brachyspiraceae;Brachyspira
FR749895	163	1	1535	s108	Treponema bryantii		Spirochaetaceae	1	http://www.bacterio.net/treponema.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema
M71238	165	1	1497	s93	Treponema saccharophilum		Spirochaetaceae	1	http://www.bacterio.net/treponema.html	Bacteria;Spirochaetes;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema
Z12817	173	1	1396	s93	Leptospira interrogans	type sp.	Leptospiraceae	2, Z	http://www.bacterio.net/leptospira.html	Bacteria;Spirochaetes;Leptospiraceae	Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Leptospiraceae;Leptospira
X86776	180	1	1484	s93	Leptospirillum ferrooxidans	type sp.	Nitrospiraceae	1	http://www.bacterio.net/leptospirillum.html	Bacteria;Nitrospira	Bacteria;Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae;Leptospirillum
Y10110	188	1	1443	s93	Magnetospirillum magnetotacticum		Rhodospirillaceae	1	http://www.bacterio.net/magnetospirillum.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Other Rhodospirillales	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
AB074518	190	1	1491	s93	Aquaspirillum serpens	type sp.	Chromobacteriaceae	1	http://www.bacterio.net/aquaspirillum.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Neisseriales	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquaspirillum
AY324110	192	1	1442	s93	Azospirillum brasilense		Rhodospirillaceae	1	http://www.bacterio.net/azospirillum.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Other Rhodospirillales	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum
Z29619	193	1	1432	s93	Azospirillum lipoferum	type sp.	Rhodospirillaceae	1	http://www.bacterio.net/azospirillum.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Other Rhodospirillales	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum
AF372092	195	1	1341	s93	Campylobacter coli		Campylobacteraceae	2, Z	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
AF372091	197	1	1341	s93	Campylobacter jejuni subsp. jejuni		Campylobacteraceae	2, Z	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174166	199	1	1340	s93	Campylobacter concisus		Campylobacteraceae	2	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174165	200	1	1479	s93	Campylobacter curvus		Campylobacteraceae	2	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174173	202	1	1339	s93	Campylobacter mucosalis		Campylobacteraceae	2, t	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174169	203	1	1339	s93	Campylobacter rectus		Campylobacteraceae	2, Z	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174155	204	1	1339	s93	Campylobacter showae		Campylobacteraceae	1, +	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
U01330	210	1	1503	s93	Helicobacter pylori	type sp.	Helicobacteraceae	2	http://www.bacterio.net/helicobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
M88148	212	1	1485	s93	Helicobacter acinonychis		Helicobacteraceae	2, t	http://www.bacterio.net/helicobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
M88154	215	1	1833	s93	Helicobacter fennelliae		Helicobacteraceae	2	http://www.bacterio.net/helicobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
M80205	216	1	1478	s93	Helicobacter muridarum		Helicobacteraceae	2, t	http://www.bacterio.net/helicobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
M35048	217	1	1481	s93	Helicobacter mustelae		Helicobacteraceae	2, t	http://www.bacterio.net/helicobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
X82136	227	1	1423	s93	Pseudoalteromonas carrageenovora		Pseudoalteromonadaceae	1	http://www.bacterio.net/pseudoalteromonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Pseudoalteromonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
AM158979	235	1	1430	s93	Brucella abortus		Brucellaceae	3, Z	http://www.bacterio.net/brucella.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella
L26168	236	1	1412	s93	Brucella ovis		Brucellaceae	3, Z	http://www.bacterio.net/brucella.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella
AJ704540	238	1	1450	s93	Elizabethkingia meningoseptica	type sp.	Flavobacteriaceae	2, ht	http://www.bacterio.net/elizabethkingia.html	Bacteria;Bacteroidetes;Flavobacteriales and Bacteroidales;Flavobacteriaceae	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia
D55729	244	1	1472	s93	Planomicrobium okeanokoites		Planococcaceae	1	http://www.bacterio.net/planomicrobium.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Bacilli and Tenericutes;Bacillaceae;Planococcaceae branch	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium
AM230485	245	1	1488	s93	Flavobacterium aquatile	type sp.	Flavobacteriaceae	1	http://www.bacterio.net/flavobacterium.html	Bacteria;Bacteroidetes;Flavobacteriales and Bacteroidales;Flavobacteriaceae	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
AY468447	246	1	1310	s93	Chryseobacterium balustinum		Flavobacteriaceae	1	http://www.bacterio.net/chryseobacterium.html	Bacteria;Bacteroidetes;Flavobacteriales and Bacteroidales;Flavobacteriaceae	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
AM177497	247	1	1485	s93	Empedobacter brevis	type sp.	Flavobacteriaceae	2, ht	http://www.bacterio.net/empedobacter.html	Bacteria;Bacteroidetes;Flavobacteriales and Bacteroidales;Flavobacteriaceae	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Empedobacter
AJ306889	252	1	1530	s93	Halomonas halmophila		Halomonadaceae	1	http://www.bacterio.net/halomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Oceanospirillales;Halomonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
AY468448	254	1	1442	s93	Chryseobacterium indoltheticum		Flavobacteriaceae	1	http://www.bacterio.net/chryseobacterium.html	Bacteria;Bacteroidetes;Flavobacteriales and Bacteroidales;Flavobacteriaceae	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
EF090267	258	1	1445	s93	Sphingobacterium spiritivorum	type sp.	Sphingobacteriaceae	2	http://www.bacterio.net/sphingobacterium.html	Bacteria;Bacteroidetes;Sphingobacteriaceae	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
AJ438177	259	1	1499	s93	Sphingobacterium thalpophilum		Sphingobacteriaceae	2	http://www.bacterio.net/sphingobacterium.html	Bacteria;Bacteroidetes;Sphingobacteriaceae	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
AY928396	264	1	1520	s93	Francisella tularensis subsp. novicida		Francisellaceae	2	http://www.bacterio.net/francisella.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Other Thiotrichales;Francisellaceae;Francisellaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella
Y16927	266	1	1395	s93	Paracoccus denitrificans	type sp.	Rhodobacteraceae	1	http://www.bacterio.net/paracoccus.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhodobacterales	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
L09663	271	1	1470	s93	Thermus aquaticus	type sp.	Thermaceae	1	http://www.bacterio.net/thermus.html	Bacteria;Deinococcus-Thermus;Thermales	Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus
Z15062	275	1	1461	s93	Thermus brockianus		Thermaceae	1	http://www.bacterio.net/thermus.html	Bacteria;Deinococcus-Thermus;Thermales	Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus
FR749951	276	1	1513	s108	Thermus filiformis		Thermaceae	1	http://www.bacterio.net/thermus.html	Bacteria;Deinococcus-Thermus;Thermales	Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus
X94201	280	1	1412	s93	Xanthobacter autotrophicus	type sp.	Xanthobacteraceae	1	http://www.bacterio.net/xanthobacter.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter
X94199	281	1	1412	s93	Xanthobacter flavus		Xanthobacteraceae	1	http://www.bacterio.net/xanthobacter.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter
M11224	285	1	1536	s106	Comamonas testosteroni		Comamonadaceae	1, +	http://www.bacterio.net/comamonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
HE978271	287	1	1527	s115	Pseudomonas aeruginosa	type sp.	Pseudomonadaceae	2, ht	http://www.bacterio.net/pseudomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Pseudomonadales	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
X82134	288	1	1423	s93	Pseudoalteromonas atlantica		Pseudoalteromonadaceae	1	http://www.bacterio.net/pseudoalteromonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Pseudoalteromonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
AB021393	290	1	1450	s93	Pseudomonas carboxydohydrogena		Pseudomonadaceae	1	http://www.bacterio.net/pseudomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
AB021415	293	1	1452	s93	Brevundimonas diminuta	type sp.	Caulobacteraceae	2	http://www.bacterio.net/brevundimonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Caulobacterales	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
D84013	294	1	1527	s93	Pseudomonas fluorescens		Pseudomonadaceae	1, +, n	http://www.bacterio.net/pseudomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Pseudomonadales	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
AF094733	296	1	1458	s93	Pseudomonas fragi		Pseudomonadaceae	1	http://www.bacterio.net/pseudomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Pseudomonadales	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
AB009828	297	1	1461	s93	Hydrogenophilus thermoluteolus	type sp.	Hydrogenophilaceae	1	http://www.bacterio.net/hydrogenophilus.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Hydrogenophilales	Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Hydrogenophilus
Z76663	298	1	1491	s93	Pseudomonas marginalis		Pseudomonadaceae	1, p	http://www.bacterio.net/pseudomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Pseudomonadales	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
